dt,updateTime,filterObjects,sum,mean,min,max
16,11,105,6844,65.18095238095238,65,67
17,10,105,6825,65,65,65
17,11,104,6394,61.48076923076923,55,65
16,9,91,5005,55,55,55
17,14,91,5005,55,55,55
16,12,91,4918,54.043956043956044,54,55
17,8,86,4056,47.16279069767442,47,54
16,9,86,4042,47,47,47
18,10,86,4042,47,47,47
16,9,86,4042,47,47,47
18,8,86,4042,47,47,47
15,10,86,4042,47,47,47
17,9,85,3746,44.07058823529412,44,47
17,8,85,3659,43.04705882352941,43,44
17,8,85,3655,43,43,43
16,8,85,3655,43,43,43
16,10,85,3710,43.64705882352941,43,44
17,10,85,3740,44,44,44
17,9,85,3740,44,44,44
17,9,85,3740,44,44,44
18,9,85,3740,44,44,44
15,9,85,3740,44,44,44
17,9,85,3740,44,44,44
16,9,85,3740,44,44,44
17,9,85,3740,44,44,44
17,9,85,3740,44,44,44
16,9,85,3740,44,44,44
17,9,85,3659,43.04705882352941,43,44
17,9,85,3655,43,43,43
16,10,85,3655,43,43,43
17,8,85,3655,43,43,43
17,8,85,3655,43,43,43
16,10,85,3655,43,43,43
17,9,85,3655,43,43,43
17,9,85,3655,43,43,43
16,10,85,3655,43,43,43
17,9,85,3655,43,43,43
16,9,85,3655,43,43,43
17,10,85,3655,43,43,43
17,9,85,3655,43,43,43
17,8,85,3655,43,43,43
17,9,85,3655,43,43,43
16,9,85,3655,43,43,43
17,9,85,3655,43,43,43
17,9,85,3655,43,43,43
16,8,85,3655,43,43,43
17,8,85,3655,43,43,43
18,9,85,3655,43,43,43
16,9,85,3655,43,43,43
16,9,85,3655,43,43,43
17,8,85,3655,43,43,43
16,10,85,3655,43,43,43
17,9,85,3655,43,43,43
16,12,85,3655,43,43,43
17,9,85,3655,43,43,43
17,8,85,3655,43,43,43
17,8,85,3655,43,43,43
17,9,85,3655,43,43,43
16,9,85,3655,43,43,43
17,10,85,3655,43,43,43
16,9,85,3655,43,43,43
17,10,85,3655,43,43,43
17,8,85,3655,43,43,43
17,11,85,3655,43,43,43
16,8,85,3655,43,43,43
17,11,85,3655,43,43,43
33,8,85,3655,43,43,43
17,6,85,3655,43,43,43
16,8,85,3655,43,43,43
17,7,86,3662,42.58139534883721,40,43
16,12,88,4057,46.10227272727273,40,73
17,11,124,9052,73,73,73
17,11,124,9052,73,73,73
17,10,124,9052,73,73,73
16,12,124,9052,73,73,73
18,15,124,9052,73,73,73
33,11,124,9052,73,73,73
33,13,124,9052,73,73,73
17,15,124,9143,73.73387096774194,73,74
17,19,124,9176,74,74,74
22,19,124,9176,74,74,74
23,13,124,9176,74,74,74
15,19,124,9176,74,74,74
20,11,124,9176,74,74,74
13,13,124,9176,74,74,74
14,17,124,9176,74,74,74
20,12,124,9176,74,74,74
13,13,124,9176,74,74,74
14,19,124,9176,74,74,74
20,12,124,9176,74,74,74
14,10,124,9176,74,74,74
13,18,124,9176,74,74,74
20,14,124,9176,74,74,74
16,10,124,9176,74,74,74
12,18,124,9176,74,74,74
20,12,124,9176,74,74,74
13,22,124,9176,74,74,74
23,10,124,9206,74.24193548387096,74,75
12,15,125,9375,75,75,75
17,19,125,9375,75,75,75
20,13,125,9375,75,75,75
16,11,125,9375,75,75,75
12,18,125,9375,75,75,75
21,11,125,9375,75,75,75
13,15,125,9375,75,75,75
16,19,125,9375,75,75,75
22,11,125,9375,75,75,75
12,13,125,9375,75,75,75
17,17,125,9375,75,75,75
20,12,125,9375,75,75,75
13,22,125,9375,75,75,75
23,11,125,9375,75,75,75
12,12,125,9375,75,75,75
15,17,125,9375,75,75,75
20,11,125,9375,75,75,75
13,14,125,9375,75,75,75
17,23,139,11559,83.15827338129496,75,85
24,15,139,11676,84,84,84
16,19,139,11676,84,84,84
20,14,139,11541,83.02877697841727,83,84
17,18,139,11537,83,83,83
20,13,139,11413,82.10791366906474,82,83
15,17,135,11165,82.70370370370371,81,84
18,18,124,10416,84,84,84
19,13,124,10416,84,84,84
14,14,119,9177,77.11764705882354,77,84
15,11,119,9163,77,77,77
12,10,119,9163,77,77,77
12,19,119,9163,77,77,77
20,11,119,9163,77,77,77
12,13,119,9163,77,77,77
16,18,119,9163,77,77,77
21,13,133,11421,85.87218045112782,77,87
16,13,133,11442,86.03007518796993,86,87
15,22,133,11438,86,86,86
23,14,137,11590,84.5985401459854,84,86
15,19,135,11097,82.2,81,84
21,12,119,9639,81,81,81
13,11,119,9535,80.12605042016807,80,81
13,15,119,9520,80,80,80
19,14,114,8336,73.12280701754386,73,80
19,8,114,8322,73,73,73
9,19,114,8322,73,73,73
22,11,114,8322,73,73,73
13,11,114,8322,73,73,73
15,16,114,8322,73,73,73
17,12,113,7916,70.05309734513274,70,73
21,9,113,7801,69.03539823008849,69,70
16,8,113,7797,69,69,69
12,11,113,7797,69,69,69
17,11,113,7797,69,69,69
17,13,113,7797,69,69,69
17,12,113,7797,69,69,69
20,10,113,7797,69,69,69
24,12,113,7797,69,69,69
13,13,113,7877,69.70796460176992,69,70
15,17,113,7910,70,70,70
18,37,113,7910,70,70,70
39,15,113,7910,70,70,70
16,12,112,7385,65.9375,65,70
14,16,111,7215,65,65,65
17,10,111,7215,65,65,65
12,9,111,7215,65,65,65
12,11,111,7215,65,65,65
19,13,111,7215,65,65,65
17,10,111,7108,64.03603603603604,64,65
13,11,111,7104,64,64,64
17,16,111,7104,64,64,64
18,11,111,7104,64,64,64
15,12,111,7104,64,64,64
20,11,111,7104,64,64,64
14,12,111,7104,64,64,64
16,11,111,7104,64,64,64
17,12,111,7104,64,64,64
17,11,111,7104,64,64,64
17,10,111,6997,63.03603603603604,63,64
16,12,111,6993,63,63,63
17,12,111,6993,63,63,63
17,10,111,6993,63,63,63
16,11,111,6993,63,63,63
17,11,111,6993,63,63,63
17,11,111,6993,63,63,63
16,12,111,6993,63,63,63
17,11,111,6993,63,63,63
17,11,111,6993,63,63,63
16,11,111,6993,63,63,63
18,11,111,6993,63,63,63
15,14,111,6993,63,63,63
17,12,111,6993,63,63,63
17,11,111,6993,63,63,63
17,12,111,7072,63.711711711711715,63,64
16,11,111,7104,64,64,64
18,10,111,7104,64,64,64
16,11,111,7104,64,64,64
17,14,111,7104,64,64,64
16,11,111,7104,64,64,64
17,11,111,7104,64,64,64
16,12,111,7104,64,64,64
17,11,111,7104,64,64,64
17,11,111,7104,64,64,64
17,13,111,7104,64,64,64
16,12,111,7104,64,64,64
17,11,111,7104,64,64,64
17,13,111,7104,64,64,64
16,12,111,7104,64,64,64
17,11,111,7104,64,64,64
17,12,111,7104,64,64,64
16,11,111,7104,64,64,64
17,12,111,7104,64,64,64
17,10,111,7104,64,64,64
16,12,111,7104,64,64,64
17,11,111,7104,64,64,64
17,12,111,7104,64,64,64
16,11,111,7104,64,64,64
17,12,111,7104,64,64,64
17,10,111,7104,64,64,64
16,13,111,7104,64,64,64
17,11,111,7104,64,64,64
17,13,111,7104,64,64,64
16,12,111,7104,64,64,64
17,13,111,7104,64,64,64
17,11,111,7104,64,64,64
16,12,111,7104,64,64,64
17,11,111,7104,64,64,64
16,13,111,7104,64,64,64
17,13,111,7104,64,64,64
17,11,111,7104,64,64,64
17,12,111,7104,64,64,64
16,12,111,7104,64,64,64
17,11,111,7104,64,64,64
17,12,111,7104,64,64,64
16,12,111,7104,64,64,64
17,12,111,7104,64,64,64
17,11,111,7104,64,64,64
16,13,111,7104,64,64,64
17,11,111,7104,64,64,64
17,12,111,7104,64,64,64
16,11,111,7133,64.26126126126127,64,65
17,12,112,7280,65,65,65
17,11,112,7280,65,65,65
17,12,112,7280,65,65,65
16,11,112,7280,65,65,65
17,13,112,7280,65,65,65
16,11,112,7280,65,65,65
17,12,112,7280,65,65,65
17,11,112,7280,65,65,65
17,11,112,7280,65,65,65
16,12,112,7280,65,65,65
17,12,112,7280,65,65,65
16,12,112,7280,65,65,65
17,12,112,7280,65,65,65
17,11,112,7280,65,65,65
17,11,112,7280,65,65,65
16,11,112,7280,65,65,65
17,12,112,7280,65,65,65
16,12,112,7280,65,65,65
17,12,112,7280,65,65,65
17,12,112,7280,65,65,65
17,13,125,9132,73.056,65,75
16,13,125,9250,74,74,74
17,23,125,9250,74,74,74
25,10,125,9129,73.032,73,74
12,11,125,9125,73,73,73
13,20,125,9015,72.12,72,73
21,11,125,9000,72,72,72
12,14,121,8795,72.68595041322314,71,74
17,20,111,8214,74,74,74
21,9,111,8214,74,74,74
12,12,111,8214,74,74,74
17,15,106,7116,67.13207547169812,67,74
17,11,106,7102,67,67,67
17,11,106,7102,67,67,67
16,14,119,9013,75.73949579831933,67,77
18,12,119,9163,77,77,77
16,12,119,9163,77,77,77
16,12,119,9163,77,77,77
17,12,119,8933,75.0672268907563,75,77
16,14,123,8946,72.73170731707317,72,75
17,14,120,8288,69.06666666666666,64,72
17,11,104,6656,64,64,64
16,11,104,6656,64,64,64
17,10,104,6656,64,64,64
17,12,99,5657,57.14141414141414,57,64
17,9,99,5643,57,57,57
16,12,99,5643,57,57,57
17,10,99,5643,57,57,57
17,11,99,5643,57,57,57
16,11,99,5643,57,57,57
18,12,98,5298,54.06122448979592,54,57
16,9,98,5198,53.04081632653061,53,54
16,9,98,5194,53,53,53
17,9,98,5194,53,53,53
16,10,98,5194,53,53,53
17,10,98,5261,53.683673469387756,53,54
17,10,98,5292,54,54,54
17,9,98,5292,54,54,54
17,10,98,5292,54,54,54
16,10,98,5292,54,54,54
17,10,98,5292,54,54,54
17,9,98,5292,54,54,54
16,10,98,5292,54,54,54
17,9,98,5292,54,54,54
16,10,98,5292,54,54,54
17,10,98,5292,54,54,54
18,8,98,5198,53.04081632653061,53,54
15,10,98,5194,53,53,53
17,10,98,5194,53,53,53
17,9,98,5194,53,53,53
16,9,98,5194,53,53,53
17,9,98,5194,53,53,53
17,9,98,5194,53,53,53
17,9,98,5194,53,53,53
16,9,98,5194,53,53,53
17,9,98,5194,53,53,53
16,10,98,5194,53,53,53
17,10,98,5194,53,53,53
17,10,98,5194,53,53,53
16,10,98,5194,53,53,53
18,10,98,5194,53,53,53
16,9,98,5194,53,53,53
21,8,98,5194,53,53,53
12,10,98,5194,53,53,53
17,12,98,5194,53,53,53
16,10,98,5194,53,53,53
17,10,98,5194,53,53,53
17,9,98,5194,53,53,53
17,11,98,5194,53,53,53
16,10,98,5194,53,53,53
17,10,98,5222,53.285714285714285,53,54
16,10,99,5346,54,54,54
18,10,99,5346,54,54,54
16,10,99,5346,54,54,54
17,10,99,5346,54,54,54
16,11,99,5346,54,54,54
17,9,99,5346,54,54,54
17,10,99,5346,54,54,54
16,10,99,5346,54,54,54
17,10,99,5346,54,54,54
17,10,99,5346,54,54,54
18,10,99,5346,54,54,54
16,10,99,5346,54,54,54
16,9,99,5346,54,54,54
16,10,99,5346,54,54,54
18,9,99,5346,54,54,54
16,9,99,5346,54,54,54
19,8,99,5346,54,54,54
14,10,99,5346,54,54,54
16,11,99,5346,54,54,54
17,10,99,5346,54,54,54
17,12,107,6769,63.26168224299065,54,66
17,10,98,6468,66,66,66
16,13,98,6468,66,66,66
17,11,98,6468,66,66,66
17,10,93,5410,58.17204301075269,58,66
16,11,93,5394,58,58,58
17,10,93,5316,57.16129032258065,57,58
17,10,93,5301,57,57,57
17,11,93,5301,57,57,57
17,10,93,5301,57,57,57
16,13,105,6885,65.57142857142857,57,67
16,12,105,6934,66.03809523809524,66,67
17,13,109,7044,64.62385321100918,64,66
17,22,111,7104,64,64,64
23,10,106,6388,60.264150943396224,55,64
13,8,91,5005,55,55,55
14,10,91,5005,55,55,55
17,10,91,5005,55,55,55
16,15,86,4071,47.33720930232558,47,55
17,9,86,4042,47,47,47
17,10,86,4042,47,47,47
16,10,86,4042,47,47,47
17,10,86,4042,47,47,47
16,10,86,4042,47,47,47
17,9,85,3746,44.07058823529412,44,47
17,9,85,3659,43.04705882352941,43,44
16,11,85,3655,43,43,43
17,11,85,3655,43,43,43
19,11,85,3655,43,43,43
19,7,85,3655,43,43,43
13,9,85,3655,43,43,43
16,15,85,3655,43,43,43
19,13,85,3655,43,43,43
16,11,85,3655,43,43,43
56,9,85,3655,43,43,43
10,9,85,3655,43,43,43
16,14,85,3655,43,43,43
16,17,85,3655,43,43,43
20,28,85,3655,43,43,43
29,10,85,3655,43,43,43
11,6,85,3655,43,43,43
7,8,85,3655,43,43,43
18,12,85,3655,43,43,43
16,9,85,3655,43,43,43
16,11,85,3710,43.64705882352941,43,44
17,9,85,3740,44,44,44
16,10,85,3740,44,44,44
18,9,85,3740,44,44,44
16,14,85,3740,44,44,44
17,9,85,3740,44,44,44
16,10,85,3740,44,44,44
17,8,85,3740,44,44,44
17,8,85,3740,44,44,44
16,9,85,3740,44,44,44
17,10,85,3740,44,44,44
17,9,85,3659,43.04705882352941,43,44
16,9,85,3655,43,43,43
17,9,85,3655,43,43,43
17,9,85,3655,43,43,43
16,9,85,3655,43,43,43
17,10,85,3655,43,43,43
16,11,85,3655,43,43,43
18,8,85,3655,43,43,43
16,9,85,3655,43,43,43
17,9,85,3655,43,43,43
16,9,85,3655,43,43,43
17,10,85,3655,43,43,43
17,8,85,3655,43,43,43
16,9,85,3655,43,43,43
17,9,85,3655,43,43,43
17,9,85,3655,43,43,43
16,9,85,3655,43,43,43
17,10,85,3655,43,43,43
17,8,85,3655,43,43,43
16,9,85,3655,43,43,43
17,8,85,3655,43,43,43
17,8,85,3655,43,43,43
16,8,85,3655,43,43,43
18,9,86,3662,42.58139534883721,40,43
16,11,85,3448,40.56470588235294,40,43
16,9,85,3655,43,43,43
18,8,85,3655,43,43,43
16,8,85,3655,43,43,43
17,8,85,3655,43,43,43
16,9,85,3655,43,43,43
17,9,85,3655,43,43,43
16,9,85,3655,43,43,43
19,8,85,3655,43,43,43
15,9,85,3655,43,43,43
17,10,85,3655,43,43,43
16,9,85,3655,43,43,43
17,10,85,3655,43,43,43
36,6,85,3655,43,43,43
14,9,85,3655,43,43,43
16,7,85,3655,43,43,43
17,8,85,3655,43,43,43
17,7,85,3655,43,43,43
16,7,85,3655,43,43,43
17,7,85,3655,43,43,43
18,9,85,3655,43,43,43
16,7,85,3655,43,43,43
16,7,85,3655,43,43,43
17,8,85,3655,43,43,43
17,6,85,3655,43,43,43
16,7,85,3655,43,43,43
17,6,85,3655,43,43,43
17,6,85,3655,43,43,43
16,7,85,3655,43,43,43
17,7,85,3655,43,43,43
17,7,85,3710,43.64705882352941,43,44
16,7,85,3740,44,44,44
17,7,85,3740,44,44,44
17,6,85,3740,44,44,44
16,7,85,3740,44,44,44
17,7,85,3740,44,44,44
16,7,85,3767,44.31764705882353,44,45
17,8,86,3870,45,45,45
17,8,86,3870,45,45,45
17,7,86,3870,45,45,45
16,8,86,3870,45,45,45
17,7,86,3870,45,45,45
17,8,86,3870,45,45,45
16,8,86,3870,45,45,45
17,8,86,3870,45,45,45
17,9,86,3870,45,45,45
17,8,86,3870,45,45,45
16,8,86,3870,45,45,45
17,7,86,3870,45,45,45
16,8,86,3870,45,45,45
17,9,97,5118,52.76288659793814,45,55
17,9,97,5238,54,54,54
16,10,97,5238,54,54,54
17,9,97,5238,54,54,54
17,9,97,5145,53.04123711340206,53,54
16,9,97,5141,53,53,53
17,8,97,5141,53,53,53
17,8,97,5141,53,53,53
16,9,97,5059,52.154639175257735,52,53
17,10,97,5044,52,52,52
17,10,93,4895,52.634408602150536,51,54
17,8,85,4590,54,54,54
16,10,96,5994,62.4375,54,64
17,9,96,6144,64,64,64
16,9,91,5201,57.15384615384615,57,64
17,9,91,5187,57,57,57
17,9,91,5100,56.043956043956044,56,57
17,8,91,5096,56,56,56
16,8,91,5096,56,56,56
17,9,91,5020,55.16483516483517,55,56
16,13,102,6352,62.27450980392157,55,65
17,11,90,5404,60.044444444444444,60,61
17,11,90,5400,60,60,60
17,7,85,4519,53.16470588235294,53,60
16,8,85,4424,52.04705882352941,52,53
17,10,85,4420,52,52,52
17,8,85,4475,52.64705882352941,52,53
16,11,85,4505,53,53,53
17,8,85,4505,53,53,53
17,7,84,4206,50.07142857142857,50,53
16,8,84,4200,50,50,50
17,8,84,4120,49.04761904761905,49,50
17,7,84,4116,49,49,49
16,9,84,4047,48.17857142857143,48,49
17,9,83,3674,44.265060240963855,43,48
17,6,72,2536,35.22222222222222,35,43
16,6,72,2520,35,35,35
17,7,72,2452,34.05555555555556,34,35
17,6,72,2448,34,34,34
17,7,72,2448,34,34,34
16,6,72,2448,34,34,34
17,6,72,2448,34,34,34
17,6,72,2448,34,34,34
31,7,72,2448,34,34,34
19,7,72,2448,34,34,34
16,6,72,2448,34,34,34
18,6,72,2448,34,34,34
27,4,72,2448,34,34,34
24,4,72,2380,33.05555555555556,33,34
16,6,72,2376,33,33,33
15,6,72,2376,33,33,33
17,6,72,2376,33,33,33
18,6,72,2376,33,33,33
15,6,72,2376,33,33,33
17,7,72,2376,33,33,33
17,6,72,2376,33,33,33
16,7,72,2376,33,33,33
18,5,72,2376,33,33,33
16,6,72,2376,33,33,33
16,6,72,2376,33,33,33
17,6,72,2376,33,33,33
17,7,72,2376,33,33,33
16,6,72,2376,33,33,33
17,6,72,2376,33,33,33
16,6,72,2376,33,33,33
17,6,72,2376,33,33,33
17,6,72,2376,33,33,33
17,7,72,2376,33,33,33
16,8,72,2376,33,33,33
18,13,72,2376,33,33,33
17,10,72,2376,33,33,33
15,7,72,2376,33,33,33
17,7,72,2376,33,33,33
17,6,72,2376,33,33,33
16,7,72,2376,33,33,33
17,6,72,2376,33,33,33
17,5,72,2376,33,33,33
16,6,72,2376,33,33,33
17,5,72,2376,33,33,33
17,6,72,2376,33,33,33
16,5,72,2376,33,33,33
17,6,72,2376,33,33,33
18,6,72,2376,33,33,33
15,7,72,2376,33,33,33
17,7,72,2376,33,33,33
17,6,72,2376,33,33,33
16,6,72,2376,33,33,33
17,5,72,2376,33,33,33
17,6,72,2376,33,33,33
16,6,72,2376,33,33,33
17,5,72,2376,33,33,33
17,7,72,2376,33,33,33
16,6,72,2376,33,33,33
17,6,72,2376,33,33,33
17,6,72,2419,33.59722222222222,33,34
16,6,72,2448,34,34,34
18,6,72,2448,34,34,34
16,7,72,2448,34,34,34
17,5,72,2448,34,34,34
16,6,72,2448,34,34,34
17,5,72,2448,34,34,34
17,5,72,2448,34,34,34
16,6,72,2448,34,34,34
17,5,72,2448,34,34,34
17,6,72,2448,34,34,34
16,6,72,2448,34,34,34
17,6,72,2448,34,34,34
16,6,72,2448,34,34,34
17,6,72,2448,34,34,34
17,6,72,2448,34,34,34
17,5,72,2448,34,34,34
16,7,72,2448,34,34,34
18,6,72,2448,34,34,34
16,6,72,2448,34,34,34
16,6,72,2448,34,34,34
17,6,72,2448,34,34,34
17,5,72,2448,34,34,34
17,6,72,2448,34,34,34
16,7,72,2448,34,34,34
17,9,72,2448,34,34,34
16,8,72,2448,34,34,34
17,10,72,2448,34,34,34
17,8,72,2448,34,34,34
17,8,72,2448,34,34,34
16,8,72,2448,34,34,34
17,9,72,2448,34,34,34
17,7,72,2448,34,34,34
17,9,72,2448,34,34,34
16,8,72,2448,34,34,34
16,10,72,2448,34,34,34
17,8,72,2448,34,34,34
17,9,72,2448,34,34,34
16,8,72,2448,34,34,34
17,9,72,2448,34,34,34
17,8,72,2448,34,34,34
17,9,72,2448,34,34,34
16,9,72,2448,34,34,34
17,9,72,2448,34,34,34
17,5,72,2448,34,34,34
16,6,72,2448,34,34,34
17,6,72,2448,34,34,34
16,7,72,2448,34,34,34
19,8,72,2448,34,34,34
15,6,72,2448,34,34,34
17,6,72,2448,34,34,34
16,10,72,2448,34,34,34
17,5,72,2448,34,34,34
17,5,72,2448,34,34,34
17,5,72,2448,34,34,34
16,6,72,2448,34,34,34
16,6,72,2448,34,34,34
17,6,72,2448,34,34,34
17,6,72,2448,34,34,34
17,5,72,2448,34,34,34
16,6,72,2448,34,34,34
17,5,72,2448,34,34,34
17,5,72,2448,34,34,34
17,6,72,2448,34,34,34
16,6,72,2448,34,34,34
17,6,72,2448,34,34,34
16,7,72,2448,34,34,34
17,6,72,2405,33.40277777777778,33,34
17,6,72,2376,33,33,33
17,6,72,2376,33,33,33
17,6,72,2376,33,33,33
16,6,72,2376,33,33,33
17,6,72,2376,33,33,33
16,6,72,2376,33,33,33
17,5,72,2376,33,33,33
16,7,72,2376,33,33,33
17,6,72,2376,33,33,33
17,5,72,2376,33,33,33
17,6,72,2376,33,33,33
17,6,72,2376,33,33,33
16,5,72,2376,33,33,33
17,5,72,2376,33,33,33
16,5,72,2376,33,33,33
16,10,72,2376,33,33,33
218,6,72,2376,33,33,33
16,5,72,2376,33,33,33
17,6,72,2376,33,33,33
17,6,72,2376,33,33,33
17,5,72,2376,33,33,33
17,5,72,2376,33,33,33
16,5,72,2376,33,33,33
17,6,72,2376,33,33,33
16,5,72,2376,33,33,33
17,6,72,2376,33,33,33
16,6,72,2376,33,33,33
17,5,72,2376,33,33,33
17,6,72,2376,33,33,33
17,6,72,2376,33,33,33
16,6,72,2376,33,33,33
18,5,72,2376,33,33,33
15,5,72,2376,33,33,33
17,6,72,2376,33,33,33
17,5,72,2376,33,33,33
16,6,72,2376,33,33,33
17,5,72,2376,33,33,33
17,6,72,2376,33,33,33
17,5,72,2376,33,33,33
16,6,72,2376,33,33,33
